playerID,awardID,yearID,lgID,tie,notes
hennemi01,TSN Rookie Pitcher of the Year,1987,AL,,
henrito01,Baseball Magazine All-Star,1947,AL,,RF
henrito01,Baseball Magazine All-Star,1948,AL,,RF
henrito01,Baseball Magazine All-Star,1949,AL,,1B
henrito01,Baseball Magazine All-Star,1949,ML,,1B
henrito01,TSN All-Star,1949,ML,,1B
hentgpa01,Cy Young Award,1996,AL,,
hentgpa01,MLB Players Choice Outstanding Pitcher,1996,AL,,
hentgpa01,Pitcher of the Month,1996,AL,,August
hentgpa01,Pitcher of the Month,1996,AL,,July
hentgpa01,Player of the Week,1994,AL,Y,Week of 1994-05-07
hentgpa01,TSN All-Star,1996,AL,,RHP
hentgpa01,TSN Pitcher of the Year,1996,AL,,
hermabi01,Baseball Magazine All-Star,1932,NL,,2B
hermabi01,Baseball Magazine All-Star,1935,NL,,2B
hermabi01,Baseball Magazine All-Star,1936,NL,,2B
hermabi01,Baseball Magazine All-Star,1937,NL,,2B
hermabi01,Baseball Magazine All-Star,1938,NL,,2B
hermabi01,Baseball Magazine All-Star,1940,NL,,2B
hermabi01,Baseball Magazine All-Star,1943,ML,,2B
hermabi01,Baseball Magazine All-Star,1943,NL,,2B
hermabi01,TSN All-Star,1943,ML,,2B
hernace02,Gold Glove,2020,AL,,2B
hernaen01,Player of the Week,1974,NL,,Week of 1974-08-09
hernaen02,Player of the Week,2021,AL,,Week of 2021-07-24
hernafe02,Cy Young Award,2010,AL,,
hernafe02,MLB Players Choice Outstanding Pitcher,2014,AL,,
hernafe02,Pitcher of the Month,2009,AL,,June
hernafe02,Pitcher of the Month,2009,AL,,September
hernafe02,Pitcher of the Month,2012,AL,,August
hernafe02,Pitcher of the Month,2014,AL,,June
hernafe02,Player of the Week,2012,AL,,Week of 2012-08-19
hernafe02,Player of the Week,2014,AL,,Week of 2014-06-08
hernafe02,TSN Pitcher of the Year,2010,AL,,
hernake01,Gold Glove,1978,NL,,1B
hernake01,Gold Glove,1979,NL,,1B
hernake01,Gold Glove,1980,NL,,1B
hernake01,Gold Glove,1981,NL,,1B
hernake01,Gold Glove,1982,NL,,1B
hernake01,Gold Glove,1983,NL,,1B
hernake01,Gold Glove,1984,NL,,1B
hernake01,Gold Glove,1985,NL,,1B
hernake01,Gold Glove,1986,NL,,1B
hernake01,Gold Glove,1987,NL,,1B
hernake01,Gold Glove,1988,NL,,1B
hernake01,Most Valuable Player,1979,NL,Y,
hernake01,Player of the Month,1979,NL,,August
hernake01,Player of the Month,1985,NL,,July
hernake01,Player of the Week,1982,NL,,Week of 1982-04-16
hernake01,Player of the Week,1985,NL,,Week of 1985-07-12
hernake01,Player of the Week,1986,NL,,Week of 1986-08-08
hernake01,Player of the Week,1988,NL,,Week of 1988-04-29
hernake01,Silver Slugger,1980,NL,,1B
hernake01,Silver Slugger,1984,NL,,1B
hernake01,TSN All-Star,1979,NL,,1B
hernake01,TSN All-Star,1980,NL,,1B
hernake01,TSN All-Star,1984,NL,,1B
hernake01,TSN All-Star,1985,NL,,1B
hernake01,TSN All-Star,1986,NL,,1B
hernake01,TSN Player of the Year,1979,NL,,
hernali01,NLCS MVP,1997,NL,,
hernali01,Pitcher of the Month,2003,NL,,July
hernali01,Player of the Week,2003,NL,Y,Week of 2003-07-12
hernali01,Silver Slugger,2004,NL,,P
hernali01,World Series MVP,1997,ML,,
hernaor01,ALCS MVP,1999,AL,,
hernaor01,MLB Players Choice Comeback Player,2004,AL,,
hernate01,All-MLB Team - Second Team,2021,ML,,OF
hernate01,All-MLB Team - Second Team,2024,ML,,OF
hernate01,Player of the Week,2021,AL,,Week of 2021-08-14
hernate01,Player of the Week,2024,NL,,Week of 2024-06-08
hernate01,Silver Slugger,2020,AL,,OF
hernate01,Silver Slugger,2021,AL,,OF
hernate01,Silver Slugger,2024,NL,,OF
hernate01,TSN All-Star,2020,AL,,OF
hernawi01,Cy Young Award,1984,AL,,
hernawi01,Most Valuable Player,1984,AL,,
hernawi01,Pitcher of the Month,1984,AL,,July
hernawi01,TSN All-Star,1984,AL,,LHP
hernawi01,TSN Pitcher of the Year,1984,AL,,
herndla01,Player of the Week,1982,AL,,Week of 1982-05-21
herndla01,TSN Rookie Player of the Year,1976,NL,,
herrto01,Player of the Week,1989,NL,,Week of 1989-09-23
herrto01,TSN All-Star,1985,NL,,2B
hershor01,ALCS MVP,1995,AL,,
hershor01,Babe Ruth Award,1988,NL,,P
hershor01,Cy Young Award,1988,NL,,
hershor01,Gold Glove,1988,NL,,P
hershor01,NLCS MVP,1988,NL,,
hershor01,Pitcher of the Month,1984,NL,,July
hershor01,Pitcher of the Month,1987,NL,,June
hershor01,Pitcher of the Month,1988,NL,,April
hershor01,Pitcher of the Month,1988,NL,,September
hershor01,Pitcher of the Month,1996,AL,,June
hershor01,Pitcher of the Month,1998,NL,,May
hershor01,Player of the Week,1984,NL,,Week of 1984-07-13
hershor01,Player of the Week,1986,NL,,Week of 1986-08-01
hershor01,Player of the Week,1987,NL,,Week of 1987-06-12
hershor01,Player of the Week,1988,NL,,Week of 1988-09-30
hershor01,Silver Slugger,1993,NL,,P
hershor01,TSN All-Star,1988,NL,,RHP
hershor01,TSN Major League Player of the Year,1988,ML,,
hershor01,TSN Pitcher of the Year,1988,NL,,
hershor01,World Series MVP,1988,ML,,
herzobu01,Baseball Magazine All-Star,1916,NL,,2B
herzobu01,Baseball Magazine All-Star,1917,NL,,2B
hestoch01,Player of the Week,2015,NL,Y,Week of 2015-06-14
heywaja01,Gold Glove,2012,NL,,RF
heywaja01,Gold Glove,2014,NL,,RF
heywaja01,Gold Glove,2015,NL,,RF
heywaja01,Gold Glove,2016,NL,,OF
heywaja01,Gold Glove,2017,NL,,RF
heywaja01,Player of the Week,2012,NL,,Week of 2012-06-24
heywaja01,Rookie of the Month,2010,NL,,April
heywaja01,Rookie of the Month,2010,NL,,May
heywaja01,TSN Rookie of the Year,2010,NL,,
hickmji02,TSN Comeback Player of the Year,1970,NL,,
hidalri01,Player of the Month,2000,NL,,September
hidalri01,Player of the Week,2000,NL,Y,Week of 2000-09-09
hidalri01,Player of the Week,2004,NL,,Week of 2004-04-10
higbeki01,Baseball Magazine All-Star,1941,NL,,P4
higgibo02,Player of the Week,2000,AL,,Week of 2000-06-17
higgibo02,Player of the Week,2000,AL,,Week of 2000-09-30
higgibo02,Player of the Week,2001,AL,,Week of 2001-07-13
higgibo02,Player of the Week,2004,AL,,Week of 2004-08-21
higgipi01,Baseball Magazine All-Star,1933,AL,,3B
higgipi01,Baseball Magazine All-Star,1935,AL,,3B
higgipi01,Baseball Magazine All-Star,1937,AL,,3B
higgipi01,TSN All-Star,1934,ML,,3B
higgipi01,TSN All-Star,1936,ML,,3B
higuete01,Player of the Week,1987,AL,,Week of 1987-09-06
higuete01,TSN All-Star,1986,AL,,LHP
higuete01,TSN Rookie Pitcher of the Year,1985,AL,,
hillaa01,Comeback Player of the Year,2009,AL,,
hillaa01,MLB Players Choice Comeback Player,2009,AL,,
hillaa01,Silver Slugger,2009,AL,,2B
hillaa01,Silver Slugger,2012,NL,,2B
hillaa01,TSN Comeback Player of the Year,2009,AL,,
hillejo01,Hutch Award,1973,ML,,
hillejo01,TSN Comeback Player of the Year,1973,AL,,
hillejo01,TSN Fireman of the Year,1973,AL,,
hillgl01,Player of the Month,2000,AL,,August
hillke01,Pitcher of the Month,1993,NL,,April
hillri01,Pitcher of the Month,2016,AL,,May
hillri01,Pitcher of the Month,2017,NL,,July
hillri01,Pitcher of the Month,2021,AL,,May
hindsre01,Player of the Week,2024,NL,,Week of 2024-07-13
hinespa01,Triple Crown,1878,NL,,
hinsker01,MLB Players Choice Outstanding Rookie,2002,AL,,
hinsker01,Rookie of the Month,2002,AL,,June
hinsker01,Rookie of the Year,2002,AL,,
hinsker01,TSN Rookie Player of the Year,2002,AL,,
hislela01,Player of the Week,1978,AL,,Week of 1978-04-07
hislela01,Player of the Week,1978,AL,,Week of 1978-07-07
hislela01,TSN All-Star,1977,AL,,OF
hislela01,TSN All-Star,1978,AL,,OF
hitchst01,NLCS MVP,1998,NL,,
hiurake01,Player of the Week,2019,NL,,Week of 2019-07-20
hiurake01,Rookie of the Month,2019,NL,,July
hobsobu01,Player of the Week,1977,AL,,Week of 1977-07-15
hobsobu01,Player of the Week,1978,AL,,Week of 1978-04-21
hodgegi01,Baseball Magazine All-Star,1949,NL,,1B
hodgegi01,Gold Glove,1957,ML,,1B
hodgegi01,Gold Glove,1958,NL,,1B
hodgegi01,Gold Glove,1959,NL,,1B
hodgegi01,Lou Gehrig Memorial Award,1959,ML,,
hoernni01,Gold Glove,2023,NL,,2B
hoernni01,Gold Glove,2025,NL,,2B
hoffmtr01,Bob Feller Act of Valor Award - HOF Player,2022,ML,,
hoffmtr01,Branch Rickey Award,2008,ML,,
hoffmtr01,Hutch Award,2004,ML,,
hoffmtr01,Lou Gehrig Memorial Award,2006,ML,,
hoffmtr01,Pitcher of the Month,2005,NL,,May
hoffmtr01,Pitcher of the Month,2009,NL,,May
hoffmtr01,Reliever of the Month,2005,ML,,May
hoffmtr01,Reliever of the Month,2006,ML,,September
hoffmtr01,Reliever of the Month,2007,ML,,May
hoffmtr01,Reliever of the Month,2009,ML,,May
hoffmtr01,Reliever of the Year Award,1998,NL,,
hoffmtr01,Reliever of the Year Award,2006,NL,,
hoffmtr01,TSN Fireman of the Year,1996,NL,,
hoffmtr01,TSN Fireman of the Year,1998,NL,,
hoffmtr01,TSN Reliever of the Year,2006,NL,,
hofmaso01,Baseball Magazine All-Star,1909,NL,,RF
hoilech01,Player of the Month,1993,AL,,September
hoilech01,Player of the Week,1993,AL,,Week of 1993-06-26
hoilech01,Player of the Week,1993,AL,,Week of 1993-07-10
hollaal01,Player of the Week,1982,NL,,Week of 1982-09-24
hollaal01,Reliever of the Year Award,1983,NL,,
hollaal01,TSN Fireman of the Year,1983,NL,Y,
hollagr01,Reliever of the Month,2013,ML,,July
hollagr01,Reliever of the Month,2013,ML,,September
hollagr01,Reliever of the Month,2017,NL,,April
hollagr01,Reliever of the Month,2017,NL,,May
hollagr01,Reliever of the Year Award,2014,AL,,
hollagr01,This Year in Baseball Closer of the Year,2014,ML,,MLB.com GIBBY
hollagr01,TSN Comeback Player of the Year,2017,NL,,
hollato01,MLB Players Choice Outstanding Rookie,1996,NL,,
hollato01,Rookie of the Year,1996,NL,,
hollida01,Player of the Week,1992,NL,,Week of 1992-07-18
hollida01,Player of the Week,1996,AL,,Week of 1996-04-06
hollida02,Rookie of the Month,2005,AL,,May
hollima01,NLCS MVP,2007,NL,,
hollima01,Player of the Month,2007,NL,,September
hollima01,Player of the Week,2005,NL,,Week of 2005-07-30
hollima01,Player of the Week,2006,NL,Y,Week of 2006-09-23
hollima01,Player of the Week,2007,NL,,Week of 2007-07-28
hollima01,Player of the Week,2007,NL,,Week of 2007-09-15
hollima01,Player of the Week,2008,NL,,Week of 2008-04-12
hollima01,Player of the Week,2010,NL,,Week of 2010-06-20
hollima01,Player of the Week,2014,NL,,Week of 2014-09-01
hollima01,Silver Slugger,2006,NL,,OF
hollima01,Silver Slugger,2007,NL,,OF
hollima01,Silver Slugger,2008,NL,,OF
hollima01,Silver Slugger,2010,NL,,OF
hollima01,TSN All-Star,2007,NL,,OF
holloch01,Baseball Magazine All-Star,1918,ML,,SS
holloch01,Baseball Magazine All-Star,1918,NL,,SS
holloch01,Baseball Magazine All-Star,1922,ML,,SS
holloch01,Baseball Magazine All-Star,1922,NL,,SS
holmabr01,Player of the Week,1990,AL,Y,Week of 1990-04-21
holmecl01,Reliever of the Month,2022,AL,,May
holmecl01,Reliever of the Month,2023,AL,,September
holmeto01,Baseball Magazine All-Star,1945,NL,,LF
holmeto01,TSN All-Star,1945,ML,,OF
holmeto01,TSN Guide MVP,1945,NL,,
holmeto01,TSN Player of the Year,1945,NL,,
holtzke01,TSN All-Star,1973,AL,,LHP
honeyri01,Pitcher of the Month,1983,AL,,April
honeyri01,Pitcher of the Month,1984,NL,,April
honeyri01,Player of the Week,1983,AL,,Week of 1983-07-22
hoopeha01,Baseball Magazine All-Star,1918,AL,,OF
hootobu01,NLCS MVP,1981,NL,,
hootobu01,Pitcher of the Month,1975,NL,,August
hootobu01,Pitcher of the Month,1975,NL,,September
hootobu01,Pitcher of the Month,1983,NL,,June
hootobu01,Player of the Week,1975,NL,Y,Week of 1975-08-08
hornebo01,Player of the Month,1980,NL,,July
hornebo01,Player of the Week,1980,NL,,Week of 1980-07-25
hornebo01,Player of the Week,1981,NL,,Week of 1981-10-02
hornebo01,Player of the Week,1983,NL,,Week of 1983-05-27
hornebo01,Player of the Week,1986,NL,,Week of 1986-07-04
hornebo01,Rookie of the Year,1978,NL,,
hornebo01,TSN Rookie Player of the Year,1978,NL,,
hornsro01,Baseball Magazine All-Star,1916,NL,,3B
hornsro01,Baseball Magazine All-Star,1919,NL,,SS
hornsro01,Baseball Magazine All-Star,1920,NL,,2B
hornsro01,Baseball Magazine All-Star,1921,ML,,2B
hornsro01,Baseball Magazine All-Star,1921,NL,,2B
hornsro01,Baseball Magazine All-Star,1922,ML,,2B
hornsro01,Baseball Magazine All-Star,1922,NL,,2B
hornsro01,Baseball Magazine All-Star,1923,NL,,2B
hornsro01,Baseball Magazine All-Star,1924,ML,,2B
hornsro01,Baseball Magazine All-Star,1924,NL,,2B
hornsro01,Baseball Magazine All-Star,1925,ML,,2B
hornsro01,Baseball Magazine All-Star,1925,NL,,2B
hornsro01,Baseball Magazine All-Star,1926,ML,,2B
hornsro01,Baseball Magazine All-Star,1926,NL,,2B
hornsro01,Baseball Magazine All-Star,1928,ML,,2B
hornsro01,Baseball Magazine All-Star,1928,NL,,2B
hornsro01,Baseball Magazine All-Star,1929,ML,,2B
hornsro01,Baseball Magazine All-Star,1929,NL,,2B
hornsro01,Most Valuable Player,1925,NL,,
hornsro01,Most Valuable Player,1929,NL,,
hornsro01,Triple Crown,1922,NL,,
hornsro01,Triple Crown,1925,NL,,
hornsro01,TSN All-Star,1925,ML,,2B
hornsro01,TSN All-Star,1926,ML,,2B
hornsro01,TSN All-Star,1927,ML,,2B
hornsro01,TSN All-Star,1928,ML,,2B
hornsro01,TSN All-Star,1929,ML,,2B
hortoca01,TSN Rookie of the Year,2025,NL,,
hortowi01,Outstanding DH Award,1975,AL,,
hortowi01,Outstanding DH Award,1979,AL,,
hortowi01,Player of the Month,1976,AL,,April
hortowi01,Player of the Week,1975,AL,,Week of 1975-08-01
hortowi01,Player of the Week,1976,AL,,Week of 1976-04-23
hortowi01,TSN All-Star,1968,AL,,OF
hortowi01,TSN All-Star,1975,AL,,DH
hortowi01,TSN Comeback Player of the Year,1979,AL,,
hoskirh01,MLB Players Choice Man of the Year,2024,ML,,
hoskirh01,Player of the Week,2022,NL,,Week of 2022-07-02
hoskirh01,Rookie of the Month,2017,NL,,August
hosmeer01,All-Star Game MVP,2016,AL,,
hosmeer01,Gold Glove,2013,AL,,1B
hosmeer01,Gold Glove,2014,AL,,1B
hosmeer01,Gold Glove,2015,AL,,1B
hosmeer01,Gold Glove,2017,AL,,1B
hosmeer01,Player of the Week,2017,AL,,Week of 2017-09-09
hosmeer01,Player of the Week,2021,NL,,Week of 2021-04-03
hosmeer01,Rookie of the Month,2011,AL,,July
hosmeer01,Rookie of the Month,2011,AL,,September
hosmeer01,Silver Slugger,2017,AL,,1B
hosmeer01,This Year in Baseball Best Moment,2015,ML,,Esurance
hosmeer01,TSN All-Star,2017,AL,,1B
houghch01,Pitcher of the Month,1983,AL,,June
houghch01,Pitcher of the Month,1984,AL,,June
houttar01,Baseball Magazine All-Star,1950,AL,,P3
howarel01,Babe Ruth Award,1958,AL,,C
howarel01,Gold Glove,1963,AL,,C
howarel01,Gold Glove,1964,AL,,C
howarel01,Most Valuable Player,1963,AL,,
howarel01,TSN All-Star,1961,AL,,C
howarel01,TSN All-Star,1963,AL,,C
howarel01,TSN All-Star,1964,AL,,C
howarfr01,Rookie of the Year,1960,NL,,
howarfr01,TSN All-Star,1968,AL,,OF
howarfr01,TSN All-Star,1969,AL,,OF
howarfr01,TSN All-Star,1970,AL,,OF
howarfr01,TSN Rookie of the Year,1960,NL,,
howarry01,Hank Aaron Award,2006,NL,,
howarry01,MLB Players Choice Outstanding Player,2006,NL,,
howarry01,MLB Players Choice Player of the Year,2006,ML,,
howarry01,Most Valuable Player,2006,NL,,
howarry01,NLCS MVP,2009,NL,,
howarry01,Player of the Month,2006,NL,,August
howarry01,Player of the Month,2006,NL,,September
howarry01,Player of the Month,2008,NL,,September
howarry01,Player of the Month,2009,NL,,August
howarry01,Player of the Week,2006,NL,,Week of 2006-09-02
howarry01,Player of the Week,2007,NL,,Week of 2007-07-21
howarry01,Player of the Week,2007,NL,,Week of 2007-09-29
howarry01,Player of the Week,2009,NL,,Week of 2009-08-30
howarry01,Player of the Week,2009,NL,Y,Week of 2009-05-30
howarry01,Player of the Week,2010,NL,,Week of 2010-07-18
howarry01,Rookie of the Month,2005,NL,,September
howarry01,Rookie of the Year,2005,NL,,
howarry01,Silver Slugger,2006,NL,,1B
howarry01,TSN All-Star,2006,NL,,1B
howarry01,TSN Major League Player of the Year,2006,ML,,
howear01,Player of the Month,1981,NL,,May
howelja01,Pitcher of the Month,1985,AL,,June
howelja01,Player of the Week,1989,NL,,Week of 1989-08-05
howest01,Pitcher of the Month,1982,NL,,June
howest01,Rookie of the Year,1980,NL,,
howsedi01,TSN Rookie of the Year,1961,AL,,non-Pitcher
hoytla01,All-Star Game MVP,1985,ML,,
hoytla01,Cy Young Award,1983,AL,,
hoytla01,Pitcher of the Month,1982,AL,,May
hoytla01,Player of the Week,1983,AL,,Week of 1983-08-26
hoytla01,TSN All-Star,1983,AL,,RHP
hoytla01,TSN Pitcher of the Year,1983,AL,,
hoytwa01,Baseball Magazine All-Star,1927,AL,,P2
hoytwa01,Baseball Magazine All-Star,1928,AL,,P2
hoytwa01,TSN All-Star,1928,ML,,P
hraboal01,Pitcher of the Month,1975,NL,,July
hraboal01,Player of the Week,1975,NL,,Week of 1975-07-11
hraboal01,TSN Fireman of the Year,1975,NL,,
hrbekke01,Lou Gehrig Memorial Award,1991,ML,,
hrbekke01,Player of the Month,1984,AL,,July
hrbekke01,Player of the Month,1986,AL,,June
hrbekke01,Player of the Month,1988,AL,,August
hrbekke01,Player of the Week,1986,AL,Y,Week of 1986-06-20
hrbekke01,Player of the Week,1988,AL,,Week of 1988-04-29
hrbekke01,Player of the Week,1989,AL,,Week of 1989-07-28
hrbekke01,Player of the Week,1990,AL,,Week of 1990-07-14
hubbagl01,TSN All-Star,1983,NL,,2B
hubbeca01,Baseball Magazine All-Star,1929,NL,,P4
hubbeca01,Baseball Magazine All-Star,1932,NL,,P2
hubbeca01,Baseball Magazine All-Star,1933,ML,,P1
hubbeca01,Baseball Magazine All-Star,1933,NL,,P1
hubbeca01,Baseball Magazine All-Star,1934,ML,,P3
hubbeca01,Baseball Magazine All-Star,1934,NL,,P2
hubbeca01,Baseball Magazine All-Star,1935,ML,,P3
hubbeca01,Baseball Magazine All-Star,1935,NL,,P2
hubbeca01,Baseball Magazine All-Star,1936,ML,,P1
hubbeca01,Baseball Magazine All-Star,1936,NL,,P1
hubbeca01,Baseball Magazine All-Star,1937,ML,,P1
hubbeca01,Baseball Magazine All-Star,1937,NL,,P1
hubbeca01,Baseball Magazine All-Star,1938,NL,,P2
hubbeca01,Most Valuable Player,1933,NL,,
hubbeca01,Most Valuable Player,1936,NL,,
hubbeca01,TSN All-Star,1933,ML,,P
hubbeca01,TSN All-Star,1935,ML,,P
hubbeca01,TSN All-Star,1936,ML,,P
hubbeca01,TSN All-Star,1937,ML,,P
hubbeca01,TSN Guide MVP,1933,NL,,
hubbeca01,TSN Guide MVP,1936,NL,,
hubbeca01,TSN Major League Player of the Year,1936,ML,,
hubbske01,Gold Glove,1962,NL,,2B
hubbske01,Rookie of the Year,1962,NL,,
hubbske01,TSN Rookie of the Year,1962,NL,,
hudsoda01,Player of the Week,2011,NL,Y,Week of 2011-05-22
hudsoda01,Rookie of the Month,2010,NL,,August
hudsoda01,Silver Slugger,2011,NL,,P
hudsoor01,Gold Glove,2005,AL,,2B
hudsoor01,Gold Glove,2006,NL,,2B
hudsoor01,Gold Glove,2007,NL,,2B
hudsoor01,Gold Glove,2009,NL,,2B
hudsoor01,Player of the Week,2006,NL,,Week of 2006-08-05
hudsoti01,Comeback Player of the Year,2010,NL,,
hudsoti01,Hutch Award,2010,ML,,
hudsoti01,MLB Players Choice Comeback Player,2010,NL,,
hudsoti01,Pitcher of the Month,2000,AL,,September
hudsoti01,Pitcher of the Month,2010,NL,,August
hudsoti01,Player of the Week,2002,AL,Y,Week of 2002-09-14
hudsoti01,Player of the Week,2007,NL,,Week of 2007-04-14
hudsoti01,Player of the Week,2013,NL,,Week of 2013-05-05
hudsoti01,TSN Comeback Player of the Year,2010,NL,,
hudsoti01,TSN Rookie Pitcher of the Year,1999,AL,,
huffau01,Outstanding DH Award,2008,AL,,
huffau01,Player of the Week,2005,AL,,Week of 2005-07-30
huffau01,Player of the Week,2008,AL,,Week of 2008-07-05
huffau01,Player of the Week,2008,AL,,Week of 2008-08-30
huffau01,Silver Slugger,2008,AL,,DH
hughedi01,TSN Rookie Pitcher of the Year,1967,NL,,
hugheji03,Player of the Month,1975,AL,,May
hugheto04,Baseball Magazine All-Star,1942,NL,,P4
hughste01,Baseball Magazine All-Star,1942,AL,,P1
hughste01,Baseball Magazine All-Star,1942,ML,,P2
hughste01,Baseball Magazine All-Star,1944,AL,,P3
hughste01,TSN All-Star,1942,ML,,P
humbeph01,Player of the Week,2012,AL,,Week of 2012-04-22
humeto01,Player of the Week,1980,NL,,Week of 1980-08-15
humeto01,TSN Fireman of the Year,1980,NL,Y,
hundlni01,Player of the Week,2011,NL,Y,Week of 2011-08-21
hundlra01,Gold Glove,1967,NL,,C
hundlto01,Player of the Week,1997,NL,,Week of 1997-05-10
huntebr02,Player of the Week,1997,AL,,Week of 1997-07-05
hunteca01,Cy Young Award,1974,AL,,
hunteca01,Player of the Week,1975,AL,,Week of 1975-09-05
hunteca01,Player of the Week,1978,AL,,Week of 1978-08-04
hunteca01,TSN All-Star,1974,AL,,RHP
hunteca01,TSN Pitcher of the Year,1974,AL,,
hunteto01,Branch Rickey Award,2009,ML,,
hunteto01,Gold Glove,2001,AL,,OF
hunteto01,Gold Glove,2002,AL,,OF
hunteto01,Gold Glove,2003,AL,,OF
hunteto01,Gold Glove,2004,AL,,OF
hunteto01,Gold Glove,2005,AL,,OF
hunteto01,Gold Glove,2006,AL,,OF
hunteto01,Gold Glove,2007,AL,,OF
hunteto01,Gold Glove,2008,AL,,OF
hunteto01,Gold Glove,2009,AL,,OF
hunteto01,MLB Players Choice Man of the Year,2007,ML,,
hunteto01,Player of the Month,2002,AL,,April
hunteto01,Player of the Week,2005,AL,,Week of 2005-06-12
hunteto01,Player of the Week,2006,AL,Y,Week of 2006-09-23
hunteto01,Player of the Week,2012,AL,Y,Week of 2012-06-10
hunteto01,Silver Slugger,2009,AL,,OF
hunteto01,Silver Slugger,2013,AL,,OF
hunteto01,This Year in Baseball Defensive Player of the Year,2002,ML,,MLB.com GIBBY
hunteto01,This Year in Baseball Play of the Year,2002,ML,,MLB.com GIBBY
hunteto01,TSN All-Star,2002,AL,,OF
huntke02,TSN Rookie of the Year,1961,NL,,Pitcher
huntro01,TSN All-Star,1964,NL,,2B
hurdlcl01,Player of the Week,1978,AL,,Week of 1978-07-21
hurstbr01,Pitcher of the Month,1986,AL,,September
hurstbr01,Pitcher of the Month,1988,AL,,August
hurstbr01,Player of the Week,1984,AL,Y,Week of 1984-05-25
hurstbr01,Player of the Week,1986,AL,,Week of 1986-05-09
hurstbr01,Player of the Week,1987,AL,,Week of 1987-05-09
hyzduad01,Player of the Week,2002,NL,,Week of 2002-07-20
iannech01,Player of the Week,2013,AL,,Week of 2013-09-15
ibanera01,Hutch Award,2013,ML,,
ibanera01,Player of the Week,2002,AL,Y,Week of 2002-07-20
ibanera01,Player of the Week,2006,AL,Y,Week of 2006-09-23
ibanera01,Player of the Week,2007,AL,,Week of 2007-08-11
ibanera01,Player of the Week,2008,AL,Y,Week of 2008-04-12
ibanera01,Player of the Week,2009,NL,,Week of 2009-05-16
ibanera01,Player of the Week,2011,NL,,Week of 2011-07-10
ibanera01,This Year in Baseball Postseason Moment of the Year,2012,ML,,MLB.com GIBBY
iglesjo01,Rookie of the Month,2013,AL,,June
iglesra01,All-MLB Team - Second Team,2021,ML,,RP
iglesra01,Reliever of the Month,2021,AL,,July
iglesra01,Reliever of the Month,2023,NL,,August
iglesra01,Reliever of the Month,2024,NL,,August
iglesra01,Reliever of the Month,2025,NL,,August
iglesra01,TSN All-Star,2024,NL,Y,RP
iglesra01,TSN Reliever of the Year,2024,NL,Y,
imanash01,All-MLB Team - Second Team,2024,ML,,SP
imanash01,Rookie of the Month,2024,NL,,April
inciaen01,Gold Glove,2016,NL,,OF
inciaen01,Gold Glove,2017,NL,,CF
inciaen01,Gold Glove,2018,NL,,CF
indiajo01,MLB Players Choice Outstanding Rookie,2021,NL,,
indiajo01,Player of the Week,2024,NL,,Week of 2024-06-29
indiajo01,Rookie of the Month,2021,NL,,July
indiajo01,Rookie of the Year,2021,NL,,
indiajo01,TSN Rookie of the Year,2021,NL,,
infanom01,Player of the Week,2010,NL,,Week of 2010-08-22
ingebr01,MLB Players Choice Man of the Year,2010,ML,,
irabuhi01,Pitcher of the Month,1998,AL,,May
irabuhi01,Pitcher of the Month,1999,AL,,July
ishiika01,Rookie of the Month,2002,NL,,April
isrinja01,Player of the Week,2007,NL,Y,Week of 2007-08-25
isrinja01,Reliever of the Month,2006,ML,,May
iviemi01,Player of the Week,1976,NL,,Week of 1976-08-27
iwakuhi01,Player of the Week,2015,AL,,Week of 2015-08-16
izturce01,Gold Glove,2004,NL,,SS
jacksau01,MLB Players Choice Outstanding Rookie,2010,AL,,
jacksau01,Player of the Week,2011,AL,,Week of 2011-09-05
jacksau01,Player of the Week,2013,AL,Y,Week of 2013-08-11
jacksau01,Rookie of the Month,2010,AL,,April
jacksau01,This Year in Baseball Best Play - Defense,2017,ML,,Esurance
jacksau01,TSN Rookie of the Year,2010,AL,,
jacksbo01,All-Star Game MVP,1989,ML,,
jacksbo01,Player of the Week,1989,AL,,Week of 1989-04-21
jacksbo01,TSN Comeback Player of the Year,1993,AL,,
jacksco01,Player of the Week,2008,NL,,Week of 2008-04-19
jacksco01,Player of the Week,2008,NL,,Week of 2008-07-26
jacksda02,Pitcher of the Month,1988,NL,,August
jacksda02,Player of the Week,1988,NL,,Week of 1988-09-02
jacksda02,Player of the Week,1994,NL,,Week of 1994-05-07
jacksda02,TSN All-Star,1988,NL,,LHP
jacksda02,TSN All-Star,1994,NL,,LHP
jacksed01,Player of the Week,2010,NL,,Week of 2010-06-27
jacksjo01,Baseball Magazine All-Star,1911,AL,,RF
jacksjo01,Baseball Magazine All-Star,1911,ML,,RF
jacksjo01,Baseball Magazine All-Star,1912,AL,,OF
jacksjo01,Baseball Magazine All-Star,1912,ML,,OF
jacksjo01,Baseball Magazine All-Star,1913,AL,,OF
jacksjo01,Baseball Magazine All-Star,1913,ML,,OF
jacksjo01,Baseball Magazine All-Star,1914,AL,,OF
jacksjo01,Baseball Magazine All-Star,1914,ML,,OF
jacksjo01,Baseball Magazine All-Star,1916,AL,,OF
jacksjo01,Baseball Magazine All-Star,1916,ML,,OF
jacksjo01,Baseball Magazine All-Star,1919,AL,,OF
jacksre01,Babe Ruth Award,1977,AL,,OF
jacksre01,Most Valuable Player,1973,AL,,
jacksre01,Player of the Month,1976,AL,,July
jacksre01,Player of the Month,1980,AL,Y,July
